stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
HYLCOE,,"Lycée Costebelle",43.097805,6.124296,,,0,,,1,,
HYLECN,,"Mal. Leclerc",43.120887,6.111994,,,0,,,1,,
HYLECS,,"Mal. Leclerc",43.1206,6.112488,,,0,,,1,,
HYLGHS,,"Lycée Golf Hôtel",43.130421,6.157175,,,0,,,1,,
HYLOUN,,"Les Loubes",43.115029,6.095555,,,0,,,1,,
HYLOUS,,"Les Loubes",43.114879,6.095998,,,0,,,1,,
HYMA1E,,"Chemin des Maures 1",43.133084,6.170153,,,0,,,1,,
HYMA2E,,"Chemin des Maures 2",43.137237,6.174672,,,0,,,1,,
HYMA3E,,"Chemin des Maures 3",43.140732,6.182995,,,0,,,1,,
HYMA4E,,"Chemin des Maures 4",43.146027,6.188413,,,0,,,1,,
HYMADN,,Madrague,43.039752,6.109892,,,0,,,1,,
HYMADS,,Madrague,43.039419,6.110665,,,0,,,1,,
HYMARE,,Marathon,43.120135,6.147119,,,0,,,1,,
HYMARO,,Marathon,43.119837,6.147074,,,0,,,1,,
HYMATN,,Mataffe,43.126568,6.149127,,,0,,,1,,
HYMATS,,Mataffe,43.126337,6.149664,,,0,,,1,,
HYMDLN,,"Marie des Lions",43.122294,6.119816,,,0,,,1,,
HYMDLS,,"Marie des Lions",43.122145,6.119862,,,0,,,1,,
HYMIME,,"Colline Mimosas",43.101343,6.130171,,,0,,,1,,
HYMIMO,,"Colline Mimosas",43.101955,6.129758,,,0,,,1,,
HYMO1E,,"Moulin Premier",43.129135,6.155956,,,0,,,1,,
HYMO1N,,"Moulin 1er",43.128967,6.155809,,,0,,,1,,
HYMO1S,,"Moulin 1er",43.129029,6.156194,,,0,,,1,,
HYMOIN,,"Mont des Oiseaux (Hyères)",43.084952,6.108849,,,0,,,1,,
HYMOIS,,"Mont des Oiseaux (Hyères)",43.08485,6.108954,,,0,,,1,,
HYMOTN,,Mottura,43.116667,6.188891,,,0,,,1,,
HYMOTS,,Mottura,43.116622,6.188839,,,0,,,1,,
HYMRLN,,Maurels,43.121664,6.110368,,,0,,,1,,
HYMRLO,,Maurels,43.122005,6.110022,,,0,,,1,,
HYMVNN,,Mauvanne,43.127171,6.190301,,,0,,,1,,
HYMVNS,,Mauvanne,43.127171,6.189854,,,0,,,1,,
HYNARE,,Nartettes,43.101198,6.131035,,,0,,,1,,
HYNARO,,Nartettes,43.100869,6.131336,,,0,,,1,,
HYNDAE,,"Notre Dame",43.096921,6.131661,,,0,,,1,,
HYNDAO,,"Notre Dame",43.096738,6.131487,,,0,,,1,,
HYNICN,,"St Nicolas",43.126117,6.19469,,,0,,,1,,
HYNICS,,"St Nicolas",43.126015,6.194875,,,0,,,1,,
HYNIEE,,Niepce,43.104382,6.141016,,,0,,,1,,
HYNIEO,,Niepce,43.104193,6.140795,,,0,,,1,,
HYOASN,,L'Oasis,43.117762,6.120189,,,0,,,1,,
HYOASS,,L'Oasis,43.11768,6.120234,,,0,,,1,,
HYODSN,,"Ollivier de Serres",43.12214,6.15033,,,0,,,1,,
HYODSS,,"Olivier de Serres",43.122297,6.150823,,,0,,,1,,
HYOLIN,,Oliveraie,43.091792,6.126418,,,0,,,1,,
HYOLIS,,Oliveraie,43.091607,6.12599,,,0,,,1,,
HYORAE,,L'Oratoire,43.137964,6.151621,,,0,,,1,,
HYORAO,,L'Oratoire,43.138298,6.151317,,,0,,,1,,
HYOURE,,Ourlèdes,43.12069,6.185978,,,0,,,1,,
HYOURN,,L'Ourse,43.117444,6.083282,,,0,,,1,,
HYOURO,,Ourlèdes,43.121633,6.186414,,,0,,,1,,
HYOURS,,L'Ourse,43.117352,6.083972,,,0,,,1,,
HYPA1E,,"P+R Arromanches 1",43.083507,6.149535,,,0,,,1,,
HYPA1O,,"P+R Arromanches 1",43.083038,6.14962,,,0,,,1,,
HYPANE,,Panhard,43.107579,6.121569,,,0,,,1,,
HYPANO,,Panhard,43.107495,6.121445,,,0,,,1,,
HYPCHS,,"Parc Chevaliers",43.039165,6.102314,,,0,,,1,,
HYPDMN,,"Pierre du Moulin",43.115043,6.155465,,,0,,,1,,
HYPDMS,,"Pierre du Moulin",43.11471,6.156516,,,0,,,1,,
HYPERE,,"Père Eternel",43.124306,6.154713,,,0,,,1,,
HYPERO,,"Père Eternel",43.123558,6.154136,,,0,,,1,,
HYPETE,,Petit,43.112728,6.123745,,,0,,,1,,
HYPEUN,,Peupliers,43.092906,6.140476,,,0,,,1,,
HYPEUS,,Peupliers,43.093024,6.140037,,,0,,,1,,
HYPHEN,,"Port Hélène",43.082811,6.117521,,,0,,,1,,
HYPHES,,"Port Hélène",43.082674,6.117614,,,0,,,1,,
HYPIEN,,Pierras,43.039447,6.114085,,,0,,,1,,
HYPIES,,Pierras,43.039339,6.114389,,,0,,,1,,
HYPLGE,,"Port La Gavine",43.081361,6.153959,,,0,,,1,,
HYPLGO,,"Port La Gavine",43.080737,6.153894,,,0,,,1,,
HYPLYE,,Palyvestre,43.095381,6.136418,,,0,,,1,,
HYPLYO,,Palyvestre,43.09548,6.136159,,,0,,,1,,
HYPMAE,,"Pins Maritimes",43.093617,6.163989,,,0,,,1,,
HYPMAO,,"Pins Martimes",43.093216,6.163457,,,0,,,1,,
HYPOLN,,Polynésie,43.033374,6.147533,,,0,,,1,,
HYPOLS,,Polynésie,43.033076,6.147942,,,0,,,1,,
HYPOMN,,Pomponiana,43.08083,6.120794,,,0,,,1,,
HYPOMS,,Pomponiana,43.080747,6.120936,,,0,,,1,,
HYPOTN,,"La Poterie",43.125774,6.111175,,,0,,,1,,
HYPOTS,,"La Poterie",43.125766,6.110644,,,0,,,1,,
HYPOUE,,Pousset,43.04399,6.145904,,,0,,,1,,
HYPOUO,,Pousset,43.043727,6.14576,,,0,,,1,,
HYPQIL,,Presqu'île,43.030707,6.159832,,,0,,,1,,
HYPROS,,"Provence (Hyères)",43.117721,6.130513,,,0,,,1,,
HYPSPE,,"Port St Pierre",43.085893,6.157675,,,0,,,1,,
HYPSPO,,"Port St Pierre",43.085538,6.157673,,,0,,,1,,
HYPSUE,,"Plein Sud",43.096653,6.16704,,,0,,,1,,
HYPSUO,,"Plein Sud",43.096584,6.166857,,,0,,,1,,
HYPTAE,,"Pont de l'Auberge",43.165676,6.18509,,,0,,,1,,
HYPTAO,,"Pont de l'Auberge",43.165675,6.184991,,,0,,,1,,
HYPTNE,,Potinière,43.078191,6.153989,,,0,,,1,,
HYPTNO,,Potinière,43.078244,6.153892,,,0,,,1,,
HYPVDE,,"Poste du Vdr",43.124495,6.147224,,,0,,,1,,
HYPVDO,,"Poste du Vdr",43.124443,6.147124,,,0,,,1,,
HYPYAE,,Pyanet,43.124454,6.151292,,,0,,,1,,
HYPYAO,,Pyanet,43.124347,6.151234,,,0,,,1,,
HYRIQE,,"Olbius Riquier",43.110931,6.137194,,,0,,,1,,
HYRIQO,,"Olbius Riquier",43.110958,6.137036,,,0,,,1,,
HYROTE,,"Roche Taillée",43.124248,6.114537,,,0,,,1,,
HYROTO,,"Roche Taillée",43.123816,6.114783,,,0,,,1,,
HYRTWE,,Rottweil,43.126774,6.152586,,,0,,,1,,
HYRTWO,,Rottweil,43.126648,6.152251,,,0,,,1,,
HYSABN,,"Renée Sabran",43.038084,6.136831,,,0,,,1,,
HYSABS,,"Renée Sabran",43.037825,6.137592,,,0,,,1,,
HYSALE,,"Les Salins",43.115511,6.199596,,,0,,,1,,
HYSAUE,,"Rd Pt Sauvebonne",43.172197,6.118472,,,0,,,1,,
HYSBEN,,"Simone Berriau",43.114083,6.193647,,,0,,,1,,
HYSBES,,"Simone Berriau",43.114,6.193651,,,0,,,1,,
HYSERN,,"Col du Serre",43.113975,6.099281,,,0,,,1,,
HYSERS,,"Col du Serre",43.113806,6.099542,,,0,,,1,,
HYSGVN,,"St Gervais",43.125961,6.092929,,,0,,,1,,
HYSGVS,,"St Gervais",43.12588,6.092942,,,0,,,1,,
HYSIME,,Simenon,43.115672,6.133259,,,0,,,1,,
HYSIMO,,Simenon,43.115337,6.13337,,,0,,,1,,
HYSKPE,,"Skate Park",43.11667,6.146169,,,0,,,1,,
HYSKPO,,"Skate Park",43.116631,6.146026,,,0,,,1,,
HYSLVN,,"San Salvadour",43.084603,6.111275,,,0,,,1,,
HYSLVS,,"San Salvadour",43.084463,6.111675,,,0,,,1,,
HYSTAN,,L'Estalle,43.126127,6.08738,,,0,,,1,,
HYSTAS,,L'Estalle,43.126058,6.087064,,,0,,,1,,
HYSTES,,"St Exupéry",43.116815,6.143686,,,0,,,1,,
HYSTJE,,"St Jean (Hyères)",43.114321,6.110268,,,0,,,1,,
HYSTJO,,"St Jean (Hyères)",43.114245,6.109855,,,0,,,1,,
HYTFOO,,"Tour Fondue",43.027769,6.155028,,,0,,,1,,
HYTHAE,,Thalasso,43.058085,6.146954,,,0,,,1,,
HYTHAO,,Thalasso,43.058092,6.14684,,,0,,,1,,
HYV12N,,VdR12,43.125724,6.146874,,,0,,,1,,
HYV12S,,VdR12,43.125675,6.147006,,,0,,,1,,
HYV15E,,VdR15,43.1261,6.146054,,,0,,,1,,
HYV15O,,VdR15,43.126167,6.145974,,,0,,,1,,
HYV19E,,VdR19,43.127805,6.144239,,,0,,,1,,
HYV19O,,VdR19,43.127563,6.144453,,,0,,,1,,
HYV20E,,VdR20,43.128852,6.14423,,,0,,,1,,
HYV20O,,VdR20,43.128599,6.144447,,,0,,,1,,
HYVIAE,,Victoria,43.115487,6.125367,,,0,,,1,,
HYVIAO,,Victoria,43.115376,6.125241,,,0,,,1,,
HYVICN,,Victoire,43.115316,6.195457,,,0,,,1,,
HYVICS,,Victoire,43.115148,6.196787,,,0,,,1,,
HYVIGE,,"La Vigie",43.060662,6.1471,,,0,,,1,,
HYVIGO,,"La Vigie",43.060802,6.147018,,,0,,,1,,
HYVILE,,"La Vilette",43.105716,6.126872,,,0,,,1,,
HYVILO,,"La Vilette",43.105775,6.126621,,,0,,,1,,
HYVLOE,,Vélodrome,43.098655,6.12145,,,0,,,1,,
HYVLOO,,Vélodrome,43.098619,6.121364,,,0,,,1,,
HYVPHE,,"VdR pharmacie",43.127153,6.146058,,,0,,,1,,
HYVPHO,,"VdR pharmacie",43.127036,6.146158,,,0,,,1,,
HYVRJE,,VdRJ,43.128643,6.145564,,,0,,,1,,
HYVRJO,,VdRJ,43.128638,6.145496,,,0,,,1,,
HYVSAL,,"Vieux Salins",43.116839,6.199551,,,0,,,1,,
HYXVCN,,"XV ème Corps",43.121727,6.139944,,,0,,,1,,
HYXVCS,,"XV ème Corps",43.121738,6.140184,,,0,,,1,,
HYYACO,,"Yacht Club",43.082939,6.156362,,,0,,,1,,
HYYACS,,"Yacht Club",43.083128,6.156888,,,0,,,1,,
OL2FRN,,"Deux Frères",43.127552,5.852101,,,0,,,1,,
OL2FRS,,"Deux Frères",43.12742,5.851559,,,0,,,1,,
OLASTN,,Astégiano,43.120514,5.881085,,,0,,,1,,
OLASTS,,Astégiano,43.120423,5.881166,,,0,,,1,,
OLBASS,,Bastide,43.123949,5.832141,,,0,,,1,,
OLBAUE,,"La Baume",43.132273,5.845404,,,0,,,1,,
OLBAUO,,"La Baume",43.132789,5.845689,,,0,,,1,,
OLBONE,,Bonnefont,43.142344,5.847861,,,0,,,1,,
OLBONO,,Bonnefont,43.141677,5.848411,,,0,,,1,,
OLCAGE,,Cagnarde,43.12675,5.84575,,,0,,,1,,
OLCAGO,,Cagnarde,43.126496,5.845608,,,0,,,1,,
OLCCOE,,"Ctre Cial Ollioules",43.122729,5.880273,,,0,,,1,,
OLCCOL,,"CC Ollioules",43.12274,5.879931,,,0,,,1,,
OLCCOO,,"Ctre Cial Ollioules",43.122643,5.880184,,,0,,,1,,
OLCENE,,"Ollioules Centre",43.137758,5.847371,,,0,,,1,,
OLCENO,,"Ollioules Centre",43.137594,5.847198,,,0,,,1,,
OLCFLN,,"Clinique des Fleurs",43.127686,5.879005,,,0,,,1,,
OLCFLS,,"Clinique des Fleurs",43.127538,5.879074,,,0,,,1,,
OLCHAN,,"Chapelle (Faveyrolles)",43.138012,5.878044,,,0,,,1,,
OLCHAS,,"Chapelle (Faveyrolles)",43.137786,5.877673,,,0,,,1,,
OLCLEE,,"Clémenceau (Ollioules)",43.137138,5.850312,,,0,,,1,,
OLCLEO,,"Clémenceau (Ollioules)",43.137515,5.849703,,,0,,,1,,
OLCLIN,,"Clinique (St Martin)",43.137829,5.870716,,,0,,,1,,
OLCLIS,,"Clinique (St Martin)",43.137759,5.870698,,,0,,,1,,
OLCLOE,,"Centre Loisirs",43.130315,5.847167,,,0,,,1,,
OLCLOO,,"Centre Loisirs",43.130465,5.847054,,,0,,,1,,
OLCORN,,Cordeille,43.139391,5.881349,,,0,,,1,,
OLCORS,,Cordeille,43.139178,5.881294,,,0,,,1,,
OLCORT,,Cordeille,43.139671,5.881701,,,0,,,1,,
OLCTAN,,"Château d'Eau",43.138141,5.86637,,,0,,,1,,
OLCTAS,,"Château d'Eau",43.137882,5.86694,,,0,,,1,,
OLEPRE,,Ecoles,43.140108,5.845323,,,0,,,1,,
OLFARE,,Farlède,43.122287,5.847486,,,0,,,1,,
OLFARO,,Farlède,43.122053,5.847359,,,0,,,1,,
OLFAVE,,Faveyrolles,43.134872,5.873675,,,0,,,1,,
OLFAVO,,Faveyrolles,43.134834,5.873584,,,0,,,1,,
OLFRAN,,Franca,43.125782,5.831981,,,0,,,1,,
OLGARE,,"Gare (Ollioules/Sanary)",43.122886,5.822553,,,0,,,1,,
OLGARO,,"Gare (Ollioules/Sanary)",43.123694,5.822673,,,0,,,1,,
OLGARS,,"Gare (Ollioules/Sanary)",43.122577,5.825467,,,0,,,1,,
OLJAVE,,"JAS de Ville (Ollioules)",43.13791,5.850531,,,0,,,1,,
OLJAVO,,"JAS de Ville (Ollioules)",43.137733,5.850462,,,0,,,1,,
OLKION,,Kiosque,43.133517,5.862303,,,0,,,1,,
OLKIOS,,Kiosque,43.133383,5.862402,,,0,,,1,,
OLMAIN,,"Mairie (Ollioules)",43.139826,5.848257,,,0,,,1,,
OLMAIS,,"Mairie (Ollioules)",43.139887,5.848683,,,0,,,1,,
OLMALE,,Malartic,43.130944,5.876216,,,0,,,1,,
OLMALO,,Malartic,43.130598,5.876268,,,0,,,1,,
OLPASS,,Passeroses,43.122957,5.827775,,,0,,,1,,
OLPEPN,,Pépinières,43.125595,5.836236,,,0,,,1,,
OLPEPS,,Pépinières,43.125597,5.836657,,,0,,,1,,
OLPIEE,,Piédardant,43.123664,5.8471,,,0,,,1,,
OLPIEO,,Piédardant,43.123608,5.846976,,,0,,,1,,
OLPKON,,"Parking Orlandi",43.135065,5.854503,,,0,,,1,,
OLPKOS,,"Parking Orlandi",43.134992,5.854685,,,0,,,1,,
OLRESE,,Résistance,43.135525,5.847051,,,0,,,1,,
OLRESO,,Résistance,43.134191,5.845998,,,0,,,1,,
OLRNAS,,"Rue Nationale",43.137955,5.848578,,,0,,,1,,
OLROUE,,Roustidou,43.129964,5.84433,,,0,,,1,,
OLROUO,,Roustidou,43.129909,5.844154,,,0,,,1,,
OLROYN,,Royale,43.13234,5.866746,,,0,,,1,,
OLROYS,,Royale,43.131932,5.86799,,,0,,,1,,
OLSEIN,,Seigneur,43.138361,5.862568,,,0,,,1,,
OLSEIS,,Seigneur,43.138383,5.863772,,,0,,,1,,
OLSLAN,,"St Laze",43.135234,5.857705,,,0,,,1,,
OLSLAS,,"St Laze",43.134998,5.858141,,,0,,,1,,
OLSMAE,,"St Martin",43.136452,5.87228,,,0,,,1,,
OLSMAO,,"St Martin",43.136207,5.872297,,,0,,,1,,
OLSROE,,"St Roch",43.135617,5.848701,,,0,,,1,,
OLSROO,,"St Roch",43.135602,5.84862,,,0,,,1,,
OLSTEN,,"Service Technique",43.1277,5.857914,,,0,,,1,,
OLSTES,,"Service Technique",43.127574,5.857346,,,0,,,1,,
OLTASN,,Tassy,43.129755,5.875931,,,0,,,1,,
OLTASS,,Tassy,43.12979,5.875421,,,0,,,1,,
OLTMEN,,"Technopôle de la Mer",43.126916,5.870095,,,0,,,1,,
OLTMES,,"Technopôle de la Mer",43.126838,5.870564,,,0,,,1,,
OLTMET,,"Technopôle de la Mer",43.126773,5.870701,,,0,,,1,,
OLTVMN,,"Technopole Var Matin",43.127473,5.847526,,,0,,,1,,
OLTVMS,,"Technopole Var Matin",43.127403,5.848105,,,0,,,1,,
OLVANE,,Vannelle,43.133088,5.847928,,,0,,,1,,
OLVANO,,Vannelle,43.133028,5.847844,,,0,,,1,,
OLVIOE,,Violettes,43.136769,5.860166,,,0,,,1,,
OLVIOO,,Violettes,43.136706,5.859952,,,0,,,1,,
PR4SAN,,"4 Saisons",43.107754,6.030157,,,0,,,1,,
PR4SAS,,"4 Saisons",43.107239,6.028349,,,0,,,1,,
PRBATE,,"La Bâtie",43.110402,6.016654,,,0,,,1,,
PRBATO,,"La Bâtie",43.11011,6.016503,,,0,,,1,,
PRBAYN,,Bayette,43.108676,6.034682,,,0,,,1,,
PRBAYS,,Bayette,43.108499,6.034458,,,0,,,1,,
PRBEEE,,"Bell' Estello",43.098911,6.023286,,,0,,,1,,
PRBEEO,,"Bell' Estello",43.099191,6.022969,,,0,,,1,,
PRBELE,,"Bellevue (Le Pradet)",43.102334,6.023086,,,0,,,1,,
PRBELO,,"Bellevue (Le Pradet)",43.102142,6.022856,,,0,,,1,,
PRBERN,,Berlioz,43.107239,6.02447,,,0,,,1,,
PRBERS,,Berlioz,43.107176,6.024361,,,0,,,1,,
PRCEZE,,"Cézanne (Le Pradet)",43.10377,6.023941,,,0,,,1,,
PRCEZO,,"Cézanne (Le Pradet)",43.104184,6.023472,,,0,,,1,,
PRCLNE,,"Colle Noire (Le Pradet)",43.086784,6.027,,,0,,,1,,
PRCLNO,,"Colle Noire (Le Pradet)",43.086988,6.026789,,,0,,,1,,
PRCLUN,,"Pont de la Clue",43.1093,6.002099,,,0,,,1,,
PRCLUS,,"Pont de la Clue",43.109283,6.000824,,,0,,,1,,
PRCORE,,"Collet Redon",43.088399,6.026465,,,0,,,1,,
PRCORO,,"Collet Redon",43.08814,6.02647,,,0,,,1,,
PRDANN,,Danio,43.084422,6.023511,,,0,,,1,,
PRDANS,,Danio,43.084091,6.023772,,,0,,,1,,
PRESQN,,Esquirol,43.109071,6.039935,,,0,,,1,,
PRESQS,,Esquirol,43.10902,6.038408,,,0,,,1,,
PRFLAN,,Flamencq,43.106674,6.021097,,,0,,,1,,
PRFLAS,,Flamencq,43.106553,6.021553,,,0,,,1,,
PRGARE,,Garonne,43.093286,6.024753,,,0,,,1,,
PRGARO,,Garonne,43.093065,6.024805,,,0,,,1,,
PRGPEN,,"Gabriel Péri",43.106544,6.023906,,,0,,,1,,
PRGPES,,"Gabriel Péri",43.106422,6.023921,,,0,,,1,,
PRGRAN,,Gravettes,43.108194,6.013076,,,0,,,1,,
PRGRAS,,Gravettes,43.108494,6.01058,,,0,,,1,,
PRMEUN,,Meuniers,43.106892,6.01836,,,0,,,1,,
PRMEUS,,Meuniers,43.106795,6.01791,,,0,,,1,,
PROURS,,Oursinières,43.084545,6.019128,,,0,,,1,,
PRROCN,,"Roches Bleues",43.106798,6.016831,,,0,,,1,,
PRTRAE,,Traversier,43.096849,6.025536,,,0,,,1,,
PRTRAO,,Traversier,43.097441,6.025064,,,0,,,1,,
PRVIGE,,"La Vigerie",43.10801,6.018406,,,0,,,1,,
PRVIGO,,"La Vigerie",43.107738,6.018146,,,0,,,1,,
REABEN,,"Abeilles d'Or",43.166727,5.927554,,,0,,,1,,
REABES,,"Abeilles d'Or",43.166677,5.927552,,,0,,,1,,
REBARE,,Barrage,43.17395,5.930491,,,0,,,1,,
REBARO,,Barrage,43.173669,5.93053,,,0,,,1,,
REBLEO,,Bleuets,43.172397,5.927261,,,0,,,1,,
RECHAO,,Château,43.164191,5.929559,,,0,,,1,,
RECHAS,,Château,43.163858,5.929456,,,0,,,1,,
RECHEO,,"Chemin des Ecoliers",43.174683,5.926138,,,0,,,1,,
RECOMN,,Comoni,43.177868,5.92494,,,0,,,1,,
RECOQS,,Coquelicot,43.168822,5.930388,,,0,,,1,,
REDARN,,Dardennes,43.166725,5.931139,,,0,,,1,,
REFOUE,,"La Foux",43.172592,5.928133,,,0,,,1,,
REFOUO,,"La Foux",43.172729,5.927876,,,0,,,1,,
REGARO,,Gardanne,43.170885,5.928561,,,0,,,1,,
REGUBE,,Gubert,43.165389,5.923571,,,0,,,1,,
REGUBO,,Gubert,43.165278,5.923789,,,0,,,1,,
REHSAE,,"Haute Salvatte",43.166693,5.920653,,,0,,,1,,
REHSAO,,"Haute Salvatte",43.166608,5.920678,,,0,,,1,,
REMALE,,Malvallon,43.170567,5.920634,,,0,,,1,,
REMALN,,Malvallon,43.170924,5.921302,,,0,,,1,,
REMALO,,Malvallon,43.170438,5.92055,,,0,,,1,,
REMALS,,Malvallon,43.170955,5.921551,,,0,,,1,,
REORAN,,Oratoire,43.166907,5.923502,,,0,,,1,,
REORAS,,Oratoire,43.166755,5.923975,,,0,,,1,,
REPILE,,Pilon,43.170361,5.923185,,,0,,,1,,
REPILO,,Pilon,43.170257,5.923022,,,0,,,1,,
REPRIO,,Primevères,43.167939,5.932278,,,0,,,1,,
REREVE,,Revest,43.17663,5.925571,,,0,,,1,,
REREVO,,Revest,43.176811,5.925633,,,0,,,1,,
REROUE,,Roustane,43.173146,5.925382,,,0,,,1,,
REROUO,,Roustane,43.173045,5.925243,,,0,,,1,,
RESALE,,Salvatte,43.169639,5.923354,,,0,,,1,,
RESALO,,Salvatte,43.16946,5.923333,,,0,,,1,,
REVALE,,"Val D'Ardènes",43.165565,5.928629,,,0,,,1,,
REVALN,,"Val D'Ardènes",43.165785,5.928707,,,0,,,1,,
REVALO,,"Val D'Ardènes",43.16559,5.928521,,,0,,,1,,
SACOON,,Coopérative,43.119276,5.811888,,,0,,,1,,
SACOOS,,Coopérative,43.119431,5.812655,,,0,,,1,,
SAESTN,,"Les Estivales",43.120653,5.814723,,,0,,,1,,
SAESTS,,"Les Estivales",43.120683,5.815331,,,0,,,1,,
SAGEMN,,"Les Gémeaux",43.118506,5.809496,,,0,,,1,,
SAGEMS,,"Les Gémeaux",43.118558,5.810059,,,0,,,1,,
SAMICE,,"La Micheline",43.116852,5.806527,,,0,,,1,,
SAMICO,,"La Micheline",43.116533,5.806287,,,0,,,1,,
SAPRAN,,"Les Prats",43.121621,5.82038,,,0,,,1,,
SAPRAS,,"Les prats",43.121576,5.820561,,,0,,,1,,
SE2CHE,,"2 Chênes",43.077201,5.875997,,,0,,,1,,
SE2CHO,,"2 Chênes",43.077191,5.875921,,,0,,,1,,
SE4MOE,,"Quatre Moulins",43.097427,5.878208,,,0,,,1,,
SE4MOO,,"Quatre Moulins",43.097503,5.877977,,,0,,,1,,
SE8MAE,,"8 Mai",43.10712,5.878255,,,0,,,1,,
SEALMN,,"Allée Marie",43.080528,5.889267,,,0,,,1,,
SEALMS,,"Allée Marie",43.080497,5.889021,,,0,,,1,,
SEANTE,,"St Antoine",43.097391,5.888261,,,0,,,1,,
SEANTO,,"St Antoine",43.098027,5.887942,,,0,,,1,,
SEATAE,,Atalante,43.081917,5.886243,,,0,,,1,,
SEATAO,,Atalante,43.082017,5.886282,,,0,,,1,,
SEATHE,,Athéna,43.095067,5.888677,,,0,,,1,,
SEATHO,,Athéna,43.094741,5.888579,,,0,,,1,,
SEATRE,,Atrium,43.079591,5.879121,,,0,,,1,,
SEATRO,,Atrium,43.080712,5.878338,,,0,,,1,,
SEBAAN,,Barale,43.08429,5.865787,,,0,,,1,,
SEBAAS,,Barale,43.084099,5.867123,,,0,,,1,,
SEBALE,,Balaguier,43.095062,5.90886,,,0,,,1,,
SEBALO,,Balaguier,43.095043,5.908722,,,0,,,1,,
SEBARE,,Barel,43.106974,5.876771,,,0,,,1,,
SEBARO,,Barel,43.106778,5.876486,,,0,,,1,,
SEBASN,,Bastian,43.088454,5.856803,,,0,,,1,,
SEBASS,,Bastian,43.088304,5.856776,,,0,,,1,,
SEBEAE,,Beausoleil,43.090188,5.894585,,,0,,,1,,
SEBEAO,,Beausoleil,43.090206,5.894487,,,0,,,1,,
SEBONS,,"Bonaparte (La Seyne)",43.098761,5.891322,,,0,,,1,,
SEBOUE,,"Boulangerie (La Seyne)",43.089321,5.899211,,,0,,,1,,
SEBOUO,,"Boulangerie (La Seyne)",43.089347,5.89914,,,0,,,1,,
SEBREN,,Brégaillon,43.10954,5.87838,,,0,,,1,,
SEBRES,,Brégaillon,43.108895,5.878297,,,0,,,1,,
SEBRMN,,Brémond,43.089334,5.868,,,0,,,1,,
SEBRMS,,Brémond,43.089372,5.868383,,,0,,,1,,
SEBRUN,,Bruxelles,43.116735,5.849945,,,0,,,1,,
SEBRUS,,Bruxelles,43.116378,5.850647,,,0,,,1,,
SEBTAE,,Tamaris,43.091495,5.900792,,,0,,,1,,
SEBTAO,,Tamaris,43.091125,5.900425,,,0,,,1,,
SEBTHN,,Berthe,43.110355,5.864238,,,0,,,1,,
SEBTHS,,Berthe,43.110289,5.864419,,,0,,,1,,
SEBTON,,Bartolini,43.112137,5.865452,,,0,,,1,,
SEBTOS,,Bartolini,43.112156,5.865763,,,0,,,1,,
SECANN,,Canniers,43.08439,5.861113,,,0,,,1,,
SECANS,,Canniers,43.084225,5.862052,,,0,,,1,,
SECAON,,"Cap d'Or",43.10761,5.862206,,,0,,,1,,
SECAOS,,"Cap d'Or",43.107453,5.861819,,,0,,,1,,
SECARN,,Carrière,43.089387,5.865812,,,0,,,1,,
SECARS,,Carrière,43.088887,5.864586,,,0,,,1,,
SECASE,,Casino,43.081039,5.891077,,,0,,,1,,
SECASO,,Casino,43.080865,5.890953,,,0,,,1,,
SECECN,,"Centre Commercial",43.109867,5.858566,,,0,,,1,,
SECECS,,"Centre Commercial",43.109899,5.859109,,,0,,,1,,
SECENN,,"Seyne Centre",43.101214,5.8834,,,0,,,1,,
SECENS,,"Seyne Centre",43.101108,5.883626,,,0,,,1,,
SECERE,,"Cerisiers (La Seyne)",43.085745,5.881085,,,0,,,1,,
SECERO,,"Cerisiers (La Seyne)",43.085565,5.880969,,,0,,,1,,
SECIME,,Cimetière,43.096329,5.876728,,,0,,,1,,
SECIMO,,Cimetière,43.096187,5.876631,,,0,,,1,,
SECITN,,Citroën,43.115124,5.872206,,,0,,,1,,
SECITS,,Citroën,43.114908,5.871512,,,0,,,1,,
SECOTE,,"Collines Tamaris",43.096713,5.898817,,,0,,,1,,
SECOTO,,"Collines Tamaris",43.096789,5.898592,,,0,,,1,,
SECPAN,,"Croix de Palun",43.084264,5.856985,,,0,,,1,,
SECPAO,,"Croix de Palun",43.084063,5.856493,,,0,,,1,,
SECPAS,,"Croix de Palun",43.084371,5.857465,,,0,,,1,,
SECRMS,,Carmille,43.098791,5.888725,,,0,,,1,,
SECROE,,Croisement,43.095722,5.884114,,,0,,,1,,
SECROO,,Croisement,43.095438,5.883106,,,0,,,1,,
SECURN,,Curie,43.103129,5.873732,,,0,,,1,,
SECURS,,Curie,43.103135,5.873403,,,0,,,1,,
SECXRE,,"Croix Rouge",43.08417,5.896121,,,0,,,1,,
SECXRO,,"Croix Rouge",43.083907,5.895835,,,0,,,1,,
SEEBRE,,"Ecole Brassens",43.111887,5.859395,,,0,,,1,,
SEEBRO,,"Ecole Brassens",43.111755,5.859261,,,0,,,1,,
SEEJRN,,"Ecole JJ Rousseau",43.083837,5.870746,,,0,,,1,,
SEEJRS,,"Ecole JJ Rousseau",43.083767,5.87071,,,0,,,1,,
SEELMN,,"St Elme",43.07857,5.899429,,,0,,,1,,
