stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
CRLIME,,Limans,43.144901,6.078953,,,0,,,1,,
CRLIMO,,Limans,43.144626,6.078975,,,0,,,1,,
CRLMOE,,"La Moutonne",43.119478,6.073035,,,0,,,1,,
CRLMOO,,"La Moutonne",43.119376,6.072785,,,0,,,1,,
CRMARS,,"Les Martins",43.168393,6.098028,,,0,,,1,,
CRMARV,,Maraval,43.168874,6.086552,,,0,,,1,,
CRMAUE,,Maurric,43.151713,6.082931,,,0,,,1,,
CRMAUO,,Maurric,43.15163,6.082064,,,0,,,1,,
CRMMAN,,"Ecole M. Mauron",43.14413,6.07849,,,0,,,1,,
CRMOUN,,Moutonne,43.118991,6.070458,,,0,,,1,,
CRMOUS,,Moutonne,43.118934,6.070767,,,0,,,1,,
CRMRCE,,Maraichers,43.134107,6.056062,,,0,,,1,,
CRMRCO,,Maraichers,43.134126,6.055735,,,0,,,1,,
CRMREO,,"Mont Redon",43.162552,6.10046,,,0,,,1,,
CRNAVS,,"La Navarre",43.167156,6.104874,,,0,,,1,,
CRNDAN,,"Notre Dame",43.146438,6.084959,,,0,,,1,,
CRNDAS,,"Notre Dame",43.146359,6.084885,,,0,,,1,,
CRPAGO,,Pagnol,43.151543,6.083811,,,0,,,1,,
CRPALN,,"Louis Palazy",43.118412,6.078769,,,0,,,1,,
CRPASN,,Pasteur,43.149155,6.081441,,,0,,,1,,
CRPASS,,Pasteur,43.149067,6.081589,,,0,,,1,,
CRPINN,,Pinedou,43.16935,6.093403,,,0,,,1,,
CRPINS,,Pinedou,43.169099,6.093791,,,0,,,1,,
CRPION,,"Les Pioux",43.140736,6.051669,,,0,,,1,,
CRPIOS,,"Les Pioux",43.140693,6.051891,,,0,,,1,,
CRPNIO,,"Petit Nice",43.14969,6.086302,,,0,,,1,,
CRPOUE,,"Les Pourpres",43.149164,6.070244,,,0,,,1,,
CRPOUO,,"Les Pourpres",43.149132,6.070129,,,0,,,1,,
CRRGAN,,"Rd Point Gavary",43.129211,6.07395,,,0,,,1,,
CRROSE,,Roseraie,43.117259,6.079333,,,0,,,1,,
CRROSN,,Rosacrau,43.140693,6.04655,,,0,,,1,,
CRROSS,,Rosacrau,43.140648,6.046788,,,0,,,1,,
CRRUYE,,Ruytèle,43.132506,6.055295,,,0,,,1,,
CRRUYN,,"La Ruytèle",43.131604,6.054712,,,0,,,1,,
CRRUYO,,Ruytèle,43.13237,6.05503,,,0,,,1,,
CRRUYS,,"La Ruytèle",43.131511,6.054642,,,0,,,1,,
CRSANE,,Santolines,43.119097,6.080215,,,0,,,1,,
CRSAUN,,"Les Sauvans",43.153456,6.084888,,,0,,,1,,
CRSAUS,,"Les Sauvans",43.153055,6.084373,,,0,,,1,,
CRSESN,,"Stade Estagnol",43.120775,6.078229,,,0,,,1,,
CRSTAO,,"Ch. St Augustin",43.130667,6.045183,,,0,,,1,,
CRTAMN,,Tamagnon,43.140899,6.056887,,,0,,,1,,
CRTAMS,,Tamagnon,43.140822,6.05722,,,0,,,1,,
CRTNOS,,"Terre Noire",43.126873,6.048972,,,0,,,1,,
CRTOUN,,"Les Tourraches",43.144974,6.05347,,,0,,,1,,
CRTRAO,,Tramontane,43.117038,6.076403,,,0,,,1,,
CRVASE,,"Vallon du soleil",43.162378,6.096295,,,0,,,1,,
CRVENO,,"La Venne",43.166297,6.105753,,,0,,,1,,
CRVERN,,Verdillon,43.159459,6.097778,,,0,,,1,,
CRVERS,,Verdillon,43.158423,6.097005,,,0,,,1,,
GA1DFE,,"1ère DFL",43.124719,5.997077,,,0,,,1,,
GA1DFO,,"1ère DFL",43.125017,5.996873,,,0,,,1,,
GA4CH1,,"4 Chemins (Pauline)",43.137718,6.027625,,,0,,,1,,
GA4CH2,,"4 Chemins (Pauline)",43.137588,6.0275,,,0,,,1,,
GA4CH3,,"4 Chemins (Pauline)",43.137152,6.02685,,,0,,,1,,
GA4CH4,,"4 Chemins (Pauline)",43.137023,6.024862,,,0,,,1,,
GA4CH5,,"4 Chemins (Pauline)",43.137942,6.024907,,,0,,,1,,
GAAGOE,,Agora,43.129656,6.017215,,,0,,,1,,
GAAGOO,,Agora,43.129544,6.017189,,,0,,,1,,
GAAMAN,,Amandiers,43.113582,5.989883,,,0,,,1,,
GAAMAS,,Amandiers,43.113611,5.989481,,,0,,,1,,
GAAPRN,,"Auberge Provençale",43.134843,6.035401,,,0,,,1,,
GAAPRS,,"Auberge Provençale",43.134696,6.035281,,,0,,,1,,
GAAUBE,,Aubépine,43.115916,5.998245,,,0,,,1,,
GAAUBO,,Aubépine,43.116387,5.998256,,,0,,,1,,
GABOSN,,Bosquet,43.113079,5.980486,,,0,,,1,,
GABOWS,,Bowling,43.143623,6.0251,,,0,,,1,,
GABRAE,,Brassens,43.119065,5.999195,,,0,,,1,,
GABRAO,,Brassens,43.119012,5.999053,,,0,,,1,,
GABSJE,,"Beauséjour (La Garde)",43.120698,6.005266,,,0,,,1,,
GABSJO,,"Beauséjour (La Garde)",43.120526,6.005134,,,0,,,1,,
GAC29N,,"CD 29",43.139278,6.037933,,,0,,,1,,
GAC29S,,"CD 29",43.139469,6.038202,,,0,,,1,,
GACAMN,,"Campus La Garde/La Valette",43.138304,6.018368,,,0,,,1,,
GACAMS,,"Campus La Garde/La Valette",43.138056,6.018473,,,0,,,1,,
GACASE,,Castelles,43.124472,6.016115,,,0,,,1,,
GACASO,,Castelles,43.124347,6.015746,,,0,,,1,,
GACATT,,"CAT Vert",43.155866,6.049361,,,0,,,1,,
GACESE,,"Collège Cousteau",43.127797,6.014757,,,0,,,1,,
GACESO,,"Collège Cousteau",43.127221,6.014988,,,0,,,1,,
GACHAE,,Chapelle,43.107566,5.991272,,,0,,,1,,
GACHAO,,Chapelle,43.107505,5.991111,,,0,,,1,,
GACIME,,"Cimetière (La Garde)",43.131282,6.010673,,,0,,,1,,
GACIMO,,"Cimetière (La Garde)",43.131104,6.010693,,,0,,,1,,
GACITN,,Citronniers,43.117145,6.002694,,,0,,,1,,
GACITS,,Citronniers,43.117103,6.002747,,,0,,,1,,
GACLON,,"Le Clos",43.135963,6.031348,,,0,,,1,,
GACLOS,,"Le Clos",43.13571,6.031513,,,0,,,1,,
GACLUE,,"Pont de la Clue",43.108528,5.998729,,,0,,,1,,
GACLUI,,"Pont de la Clue",43.108393,5.998454,,,0,,,1,,
GACLUO,,"Pont de la Clue",43.108178,5.998232,,,0,,,1,,
GADAUE,,"Daudet (La Garde)",43.122608,6.004834,,,0,,,1,,
GADAUO,,"Daudet (La Garde)",43.122375,6.004736,,,0,,,1,,
GADELN,,Delage,43.125066,6.005398,,,0,,,1,,
GADELS,,Delage,43.12498,6.005669,,,0,,,1,,
GADRAE,,Draguignan,43.143127,6.037693,,,0,,,1,,
GADRAO,,Draguignan,43.14287,6.037299,,,0,,,1,,
GADUCS,,Duclos,43.119347,6.007638,,,0,,,1,,
GAEYGE,,Eygoutier,43.118232,6.011074,,,0,,,1,,
GAEYGO,,Eygoutier,43.118019,6.01091,,,0,,,1,,
GAFLEN,,Fleurie,43.113136,5.992355,,,0,,,1,,
GAFLES,,Fleurie,43.113033,5.993196,,,0,,,1,,
GAGACN,,"Garde Centre",43.124954,6.010058,,,0,,,1,,
GAGACS,,"Garde Centre",43.124862,6.009985,,,0,,,1,,
GAGADN,,Gardanne,43.123925,6.006095,,,0,,,1,,
GAGADS,,Gardanne,43.123665,6.005514,,,0,,,1,,
GAGAR1,,"Gare (La Garde)",43.119483,6.010035,,,0,,,1,,
GAGENE,,Geneviève,43.111196,5.984471,,,0,,,1,,
GAGENO,,Geneviève,43.111097,5.984398,,,0,,,1,,
GAGINN,,Ginouse,43.116173,5.984652,,,0,,,1,,
GAGINS,,Ginouse,43.11591,5.984969,,,0,,,1,,
GAGPAE,,"Gare Pauline",43.136102,6.035435,,,0,,,1,,
GAGPAO,,"Gare Pauline",43.13606,6.035298,,,0,,,1,,
GAGPHE,,"Gérard Philipe",43.126393,6.009802,,,0,,,1,,
GAGPHO,,"Gérard Philipe",43.12646,6.009692,,,0,,,1,,
GAGUES,,Guès,43.113878,5.981351,,,0,,,1,,
GAGYMN,,Gymnase,43.120209,6.010041,,,0,,,1,,
GAGYMS,,Gymnase,43.119332,6.00765,,,0,,,1,,
GAGYNN,,Gymnase/Gare,43.120223,6.010033,,,0,,,1,,
GAGYNS,,Gymnase/Gare,43.120139,6.009995,,,0,,,1,,
GAHERN,,"Herminier (La Garde)",43.128711,6.018823,,,0,,,1,,
GAHERS,,"Herminier (La Garde)",43.128544,6.019005,,,0,,,1,,
GAHOPE,,"Hôp. Clémenceau",43.131766,6.01618,,,0,,,1,,
GAHOPO,,"Hôp. Clémenceau",43.131816,6.015908,,,0,,,1,,
GAHVIE,,"Hôtel de Ville",43.123799,6.009705,,,0,,,1,,
GAHVIO,,"Hôtel de Ville",43.124244,6.009377,,,0,,,1,,
GAJAVE,,"Jardin Veyret",43.128663,6.014096,,,0,,,1,,
GAJAVO,,"Jardin Veyret",43.128562,6.013926,,,0,,,1,,
GALANN,,"Langevin (La Garde)",43.123313,6.013808,,,0,,,1,,
GALANS,,"Langevin (La Garde)",43.123317,6.013963,,,0,,,1,,
GALEME,,"Le Mas",43.111706,5.987733,,,0,,,1,,
GALEMO,,"Le Mas",43.111546,5.987788,,,0,,,1,,
GALIAN,,Lianes,43.115676,5.984232,,,0,,,1,,
GALIAS,,Lianes,43.115583,5.984168,,,0,,,1,,
GALISE,,Liserons,43.129248,6.021893,,,0,,,1,,
GALISO,,Liserons,43.129118,6.021402,,,0,,,1,,
GALMAN,,"Louis Masson",43.123986,6.000005,,,0,,,1,,
GALMAS,,"Louis Masson",43.123746,6.000065,,,0,,,1,,
GALOTE,,Loti,43.110382,5.99013,,,0,,,1,,
GALOTO,,Loti,43.110376,5.989912,,,0,,,1,,
GALSMN,,"Les Mas",43.117178,5.989689,,,0,,,1,,
GALSMS,,"Les Mas",43.11757,5.990631,,,0,,,1,,
GAMARN,,Marthoune,43.107168,5.996678,,,0,,,1,,
GAMARS,,Marthoune,43.106996,5.996388,,,0,,,1,,
GAMASN,,Masets,43.112769,5.984067,,,0,,,1,,
GAMCUN,,"Marie Curie",43.120852,6.003985,,,0,,,1,,
GAMCUS,,"Marie Curie",43.120799,6.003977,,,0,,,1,,
GAMOCN,,Mocquet,43.130947,6.022056,,,0,,,1,,
GAMOCS,,Mocquet,43.130863,6.022268,,,0,,,1,,
GAMOME,,Montmeyan,43.126863,5.999387,,,0,,,1,,
GAMOMO,,Montmeyan,43.126864,5.999177,,,0,,,1,,
GAMONE,,Montesarchio,43.131508,6.008407,,,0,,,1,,
GAMONO,,Montesarchio,43.131901,6.008429,,,0,,,1,,
GAMUNE,,Municipaux,43.115016,6.012724,,,0,,,1,,
GAMUNO,,Municipaux,43.114502,6.013258,,,0,,,1,,
GANOLN,,"La Nôle",43.118161,5.992687,,,0,,,1,,
GANOLS,,"La Nôle",43.118108,5.992851,,,0,,,1,,
GAOASN,,Oasis,43.119771,5.995995,,,0,,,1,,
GAOASS,,Oasis,43.119455,5.995701,,,0,,,1,,
GAOUTE,,Outremer,43.108971,5.984336,,,0,,,1,,
GAOUTO,,Outremer,43.108983,5.984275,,,0,,,1,,
GAPAPE,,Papin,43.113304,6.001536,,,0,,,1,,
GAPAPO,,Papin,43.112999,6.001292,,,0,,,1,,
GAPATE,,"Pôle d'Activité Toulon Est",43.140823,6.035658,,,0,,,1,,
GAPATN,,Patinoire,43.12157,6.000594,,,0,,,1,,
GAPATO,,"Pôle d'Activité Toulon Est",43.140681,6.035253,,,0,,,1,,
GAPATS,,Patinoire,43.121808,6.001498,,,0,,,1,,
GAPDSN,,"Parc des Sports",43.135595,6.028503,,,0,,,1,,
GAPDSS,,"Parc des Sports",43.135468,6.028603,,,0,,,1,,
GAPIEN,,"St Pierre",43.106878,5.992072,,,0,,,1,,
GAPIES,,"St Pierre",43.106876,5.991785,,,0,,,1,,
GAPLAN,,Planquette,43.132411,6.017403,,,0,,,1,,
GAPLAS,,Planquette,43.132457,6.017341,,,0,,,1,,
GAPOSE,,"Poste (La Garde)",43.122423,6.010005,,,0,,,1,,
GAPOSO,,"Poste (La Garde)",43.122249,6.009975,,,0,,,1,,
GAPOUN,,Pouverel,43.113064,5.996278,,,0,,,1,,
GAPOUS,,Pouverel,43.113011,5.996192,,,0,,,1,,
GAPREN,,Prévert,43.120175,6.001104,,,0,,,1,,
GAPRES,,Prévert,43.120169,6.001368,,,0,,,1,,
GAPRON,,"Terre Promise",43.107617,5.988865,,,0,,,1,,
GAPROS,,"Terre Promise",43.107541,5.987725,,,0,,,1,,
GARESN,,Résédas,43.13309,6.020791,,,0,,,1,,
GARESS,,Résédas,43.133099,6.021126,,,0,,,1,,
GAROBN,,Robespierre,43.135051,6.024914,,,0,,,1,,
GAROBS,,Robespierre,43.135151,6.025248,,,0,,,1,,
GAROCE,,"Rocher (La Garde)",43.127438,6.013554,,,0,,,1,,
GAROCO,,"Rocher (La Garde)",43.12717,6.013327,,,0,,,1,,
GAROLN,,Rolland,43.118638,6.005672,,,0,,,1,,
GAROLS,,Rolland,43.118466,6.005453,,,0,,,1,,
GAROOE,,Roosevelt,43.121993,6.012319,,,0,,,1,,
GAROOO,,Roosevelt,43.121323,6.011955,,,0,,,1,,
GASACE,,"Stade (F.Accusano)",43.120006,6.010917,,,0,,,1,,
GASACO,,"Stade (F.Accusano)",43.119778,6.010812,,,0,,,1,,
GASACS,,"Stade (F.Accusano)",43.120405,6.011159,,,0,,,1,,
GASALN,,Salernes,43.125671,5.999428,,,0,,,1,,
GASALS,,Salernes,43.125745,5.999816,,,0,,,1,,
GASAVN,,Savels,43.120655,5.998295,,,0,,,1,,
GASAVS,,Savels,43.120972,5.999284,,,0,,,1,,
GASCHE,,Schweitzer,43.150037,6.040464,,,0,,,1,,
GASCHO,,Schweitzer,43.14978,6.040076,,,0,,,1,,
GASGEN,,"Ste Geneviève",43.108066,5.98339,,,0,,,1,,
GASGES,,"St Geneviève",43.107951,5.98355,,,0,,,1,,
GASMAE,,"Ste Marie",43.138222,6.032387,,,0,,,1,,
GASMAO,,"Ste Marie",43.138433,6.032708,,,0,,,1,,
GASULS,,Sully,43.108181,5.987527,,,0,,,1,,
GATELN,,"Allée Télémaque",43.124626,6.002699,,,0,,,1,,
GATELS,,"Allée Télémaque",43.12462,6.003101,,,0,,,1,,
GATHOE,,"Thouar (La Garde)",43.129026,6.008358,,,0,,,1,,
GATHOO,,"Thouar (La Garde)",43.128894,6.008228,,,0,,,1,,
GATOUO,,Tourrache,43.149088,6.045283,,,0,,,1,,
GATRIN,,Tristan,43.129632,6.015662,,,0,,,1,,
GATRIS,,Tristan,43.129603,6.015692,,,0,,,1,,
GAUNSN,,"Université Sud",43.134955,6.019715,,,0,,,1,,
GAUNSS,,"Université Sud",43.134341,6.019189,,,0,,,1,,
GAVPUN,,"Vieux Puits",43.126669,6.006252,,,0,,,1,,
GAVPUS,,"Vieux Puits",43.126678,6.006576,,,0,,,1,,
GAZACE,,"Zac Pauline",43.137509,6.033729,,,0,,,1,,
GAZACO,,"Zac Pauline",43.137801,6.033661,,,0,,,1,,
GAZITE,,"ZI Toulon Est",43.146669,6.03987,,,0,,,1,,
GAZITO,,"ZI Toulon Est",43.146065,6.039782,,,0,,,1,,
HY1BOE,,"1ers Borrels",43.155038,6.16121,,,0,,,1,,
HY1BOO,,"1ers Borrels",43.155038,6.161132,,,0,,,1,,
HY2BON,,"2èmes Borrels",43.160712,6.167698,,,0,,,1,,
HY2BOS,,"2èmes Borrels",43.160426,6.167661,,,0,,,1,,
HY3BOS,,"3èmes Borrels",43.169271,6.192921,,,0,,,1,,
HY54RN,,"Caserne 54ème RA",43.123327,6.145148,,,0,,,1,,
HY54RS,,"Caserne 54ème RA",43.123066,6.14458,,,0,,,1,,
HYAERE,,Aéroport,43.089837,6.160229,,,0,,,1,,
HYAERN,,Aéroport,43.090422,6.160572,,,0,,,1,,
HYAERO,,Aéroport,43.090248,6.159836,,,0,,,1,,
HYAICS,,"Jean Aicard",43.117608,6.127094,,,0,,,1,,
HYALMN,,Almanarre,43.080018,6.125323,,,0,,,1,,
HYALMS,,Almanarre,43.079972,6.125529,,,0,,,1,,
HYAMIE,,L'Amiral,43.09382,6.130791,,,0,,,1,,
HYAMIO,,L'Amiral,43.09458,6.130936,,,0,,,1,,
HYANGN,,Anglades,43.130267,6.17707,,,0,,,1,,
HYANGS,,Anglades,43.130142,6.177184,,,0,,,1,,
HYARBE,,Arbanais,43.03618,6.143879,,,0,,,1,,
HYARBO,,Arbanais,43.036527,6.143798,,,0,,,1,,
HYARBS,,Arbanais,43.03619,6.143692,,,0,,,1,,
HYARRN,,Arromanches,43.082489,6.150991,,,0,,,1,,
HYARRS,,Arromanches,43.082277,6.151408,,,0,,,1,,
HYATHT,,"Aéroport Toulon Hyeres",43.09339,6.159128,,,0,,,1,,
HYAYGE,,Ayguade,43.106123,6.175471,,,0,,,1,,
HYAYGO,,Ayguade,43.105817,6.175617,,,0,,,1,,
HYBADE,,Badine,43.041402,6.145503,,,0,,,1,,
HYBADO,,Badine,43.041258,6.145294,,,0,,,1,,
HYBANE,,B.A.N.,43.096712,6.137464,,,0,,,1,,
HYBANO,,B.A.N.,43.096252,6.137166,,,0,,,1,,
HYBAYN,,"La Bayorre",43.126279,6.099487,,,0,,,1,,
HYBAYS,,"La Bayorre",43.126184,6.099721,,,0,,,1,,
HYBEAN,,"Le Béal",43.124351,6.09062,,,0,,,1,,
HYBEAS,,"Le Béal",43.124317,6.090944,,,0,,,1,,
HYBELO,,"Soldat Bellon",43.118462,6.12782,,,0,,,1,,
HYBERE,,Bergerie,43.048308,6.146578,,,0,,,1,,
HYBERO,,Bergerie,43.048113,6.146417,,,0,,,1,,
HYBIGN,,Bigaradiers,43.120505,6.135563,,,0,,,1,,
HYBIGS,,Bigaradiers,43.120358,6.135113,,,0,,,1,,
HYBLON,,Blocarde,43.118419,6.143105,,,0,,,1,,
HYBLOS,,Blocarde,43.118465,6.142818,,,0,,,1,,
HYBLVN,,Bellevue,43.129474,6.144688,,,0,,,1,,
HYBLVS,,Bellevue,43.129376,6.144742,,,0,,,1,,
HYBONE,,Bona,43.075316,6.153604,,,0,,,1,,
HYBONO,,Bona,43.075708,6.153573,,,0,,,1,,
HYBOUE,,Bouisson,43.039943,6.137901,,,0,,,1,,
HYBOUO,,Bouisson,43.039858,6.137668,,,0,,,1,,
HYBRAE,,Branly,43.113659,6.134503,,,0,,,1,,
HYBRAO,,Branly,43.113499,6.134467,,,0,,,1,,
HYBRNN,,"La Baronne",43.126222,6.103114,,,0,,,1,,
HYBRNS,,"La Baronne",43.126131,6.103562,,,0,,,1,,
HYBRQN,,"Les Barques",43.038846,6.119176,,,0,,,1,,
HYBRQS,,"Les Barques",43.038731,6.118864,,,0,,,1,,
HYBRTN,,"Brosset (Hyères)",43.120288,6.140197,,,0,,,1,,
HYBRTS,,"Brosset (Hyères)",43.120102,6.140533,,,0,,,1,,
HYBSJ4,,"Beauséjour (Hyères)",43.121061,6.13823,,,0,,,1,,
HYBSJE,,"Beauséjour (Hyères)",43.121033,6.137611,,,0,,,1,,
HYBSJN,,"Beauséjour (Hyères)",43.121398,6.137887,,,0,,,1,,
HYBSJS,,"Beauséjour (Hyères)",43.121269,6.137198,,,0,,,1,,
HYBVAE,,Beauvallon,43.124316,6.110375,,,0,,,1,,
HYBVAO,,Beauvallon,43.124141,6.110251,,,0,,,1,,
HYCAIN,,"Camping International",43.041592,6.128113,,,0,,,1,,
HYCAIS,,"Camping International",43.041571,6.12832,,,0,,,1,,
HYCANN,,"Castéou Négré",43.040268,6.1069,,,0,,,1,,
HYCAPE,,Capucines,43.110665,6.113761,,,0,,,1,,
HYCAPO,,Capucines,43.110532,6.113782,,,0,,,1,,
HYCARE,,Capricorne,43.124391,6.188746,,,0,,,1,,
HYCARO,,Capricorne,43.124424,6.188622,,,0,,,1,,
HYCASE,,Castel,43.081642,6.128048,,,0,,,1,,
HYCASO,,Castel,43.082277,6.12817,,,0,,,1,,
HYCDFE,,"Chemin de Fer",43.12006,6.097356,,,0,,,1,,
HYCDFO,,"Chemin de Fer",43.120154,6.097323,,,0,,,1,,
HYCDGE,,"Cabanes du Gapeau",43.112962,6.188933,,,0,,,1,,
HYCDGO,,"Cabanes du Gapeau",43.112957,6.188716,,,0,,,1,,
HYCDLN,,"Clair de Lune",43.040546,6.125032,,,0,,,1,,
HYCDLS,,"Clair de Lune",43.040521,6.12518,,,0,,,1,,
HYCEIE,,Ceinturon,43.100407,6.170832,,,0,,,1,,
HYCEIO,,Ceinturon,43.100561,6.170828,,,0,,,1,,
HYCGAN,,"Ch. de la Garde",43.122091,6.088492,,,0,,,1,,
HYCGAS,,"Ch. de la Garde",43.121964,6.08886,,,0,,,1,,
HYCHON,,"Chemin de l'Ourse",43.120634,6.080955,,,0,,,1,,
HYCHOS,,"Chemin de l'Ourse",43.120557,6.080989,,,0,,,1,,
HYCHRN,,Chrétienne,43.128589,6.092741,,,0,,,1,,
HYCHRS,,Chrétienne,43.128465,6.092987,,,0,,,1,,
HYCJFN,,"Collège Jules Ferry",43.118928,6.117024,,,0,,,1,,
HYCJFS,,"Collège Jules Ferry",43.118796,6.117158,,,0,,,1,,
HYCJOO,,"Hyères Centre (Joffre)",43.119745,6.131846,,,0,,,1,,
HYCLAE,,"La Clapière",43.144629,6.153907,,,0,,,1,,
HYCLAO,,"La Clapière",43.144649,6.153774,,,0,,,1,,
HYCOSE,,Coste,43.130231,6.088555,,,0,,,1,,
HYCOSO,,Coste,43.130115,6.088599,,,0,,,1,,
HYCOUN,,Coubertin,43.119513,6.14405,,,0,,,1,,
HYCOUS,,Coubertin,43.119354,6.144588,,,0,,,1,,
HYCPLE,,Campéoles,43.055893,6.147146,,,0,,,1,,
HYCPLO,,Campéoles,43.056454,6.146901,,,0,,,1,,
HYCPTE,,"La Capte",43.065186,6.147296,,,0,,,1,,
HYCPTO,,"La Capte",43.06564,6.147093,,,0,,,1,,
HYCRIE,,"Collège Rivière",43.129836,6.155405,,,0,,,1,,
HYCRIO,,"Collège Rivière",43.129469,6.155575,,,0,,,1,,
HYCRON,,"Collège Roux",43.110063,6.139316,,,0,,,1,,
HYCSME,,"Clinique Ste Marguerite",43.115105,6.123143,,,0,,,1,,
HYCSMO,,"Clinique Ste Marguerite",43.114972,6.123085,,,0,,,1,,
HYCTBE,,Costebelle,43.105458,6.121754,,,0,,,1,,
HYCTBO,,Costebelle,43.105184,6.121617,,,0,,,1,,
HYCTHE,,"Ch. Thalassa",43.050718,6.146782,,,0,,,1,,
HYCTHO,,"Ch. Thalassa",43.050949,6.146714,,,0,,,1,,
HYCTRN,,Couture,43.131908,6.172252,,,0,,,1,,
HYCTRS,,Couture,43.131692,6.172623,,,0,,,1,,
HYDAVE,,Daviddi,43.104408,6.174791,,,0,,,1,,
HYDAVO,,Daviddi,43.104328,6.174585,,,0,,,1,,
HYDELN,,"De Lattre",43.124169,6.147979,,,0,,,1,,
HYDELS,,"De Lattre",43.124122,6.148181,,,0,,,1,,
HYDENN,,"Hyères Centre (Denis)",43.120911,6.13315,,,0,,,1,,
HYDOUN,,"Domaine de l'Ourse",43.119364,6.083801,,,0,,,1,,
HYES3E,,"Espace 3000",43.105789,6.128374,,,0,,,1,,
HYES3O,,"Espace 3000",43.10548,6.127915,,,0,,,1,,
HYESPE,,"Espace 3000",43.107075,6.128826,,,0,,,1,,
HYESPO,,"Espace 3000",43.107251,6.128655,,,0,,,1,,
HYESPT,,"Espace 3000",43.106041,6.128773,,,0,,,1,,
HYESTN,,Estérel,43.030315,6.154719,,,0,,,1,,
HYESTS,,Estérel,43.030126,6.154727,,,0,,,1,,
HYETEN,,Etendard,43.108817,6.116641,,,0,,,1,,
HYETES,,Etendard,43.10858,6.117038,,,0,,,1,,
HYEUGS,,Eugénie,43.121874,6.118208,,,0,,,1,,
HYEXLN,,"Ecole Excelsior",43.123225,6.144711,,,0,,,1,,
HYEXUN,,"Ecole St Exupery",43.118168,6.142264,,,0,,,1,,
HYFACN,,"Four à Chaux (Hyères)",43.040028,6.104041,,,0,,,1,,
HYFDHE,,"Font des Horts",43.08647,6.121993,,,0,,,1,,
HYFDHO,,"Font des Horts",43.086166,6.121798,,,0,,,1,,
HYFONN,,Fontètes,43.110708,6.168706,,,0,,,1,,
HYFONS,,Fontètes,43.110586,6.168884,,,0,,,1,,
HYGARN,,"Gare (Hyères)",43.109086,6.124743,,,0,,,1,,
HYGARS,,"Gare (Hyères)",43.108838,6.125074,,,0,,,1,,
HYGDFN,,"Grotte des Fées",43.107863,6.12,,,0,,,1,,
HYGDFS,,"Grotte des Fées",43.10783,6.120764,,,0,,,1,,
HYGENN,,Gendarmerie,43.126151,6.106163,,,0,,,1,,
HYGENS,,Gendarmerie,43.126052,6.106628,,,0,,,1,,
HYGIEE,,Giens,43.038468,6.132284,,,0,,,1,,
HYGMAE,,"Grand Marché",43.111244,6.124094,,,0,,,1,,
HYGMAO,,"Grand Marché",43.111136,6.124023,,,0,,,1,,
HYGOLE,,"Golf Hôtel",43.13151,6.154925,,,0,,,1,,
HYGROE,,"Gymnase Rougières",43.110143,6.137883,,,0,,,1,,
HYGROO,,"Gymnase Rougières",43.109576,6.138127,,,0,,,1,,
HYGUIN,,Guiteco,43.132214,6.084935,,,0,,,1,,
HYGUIS,,Guiteco,43.131869,6.085314,,,0,,,1,,
HYGUYN,,"Guynemer (Hyères)",43.107012,6.127443,,,0,,,1,,
HYGUYS,,"Guynemer (Hyères)",43.107069,6.127252,,,0,,,1,,
HYGUYT,,"Ecole Guynemer (Hyères)",43.105719,6.126849,,,0,,,1,,
HYHELS,,Hélios,43.121567,6.114283,,,0,,,1,,
HYHILE,,"St Hilaire",43.110928,6.128735,,,0,,,1,,
HYHILO,,"St Hilaire",43.111302,6.128592,,,0,,,1,,
HYHOPE,,"Hôpital (Hyères)",43.118396,6.113475,,,0,,,1,,
HYHOPO,,"Hôpital (Hyères)",43.118299,6.113285,,,0,,,1,,
HYHORE,,"Les Horts",43.091361,6.122925,,,0,,,1,,
HYHORO,,"Les Horts",43.091097,6.122671,,,0,,,1,,
HYHOTN,,"Hôtel de Ville (Hyères)",43.119927,6.128756,,,0,,,1,,
HYIDON,,"Îles d'Or",43.120286,6.121849,,,0,,,1,,
HYIDOO,,"Îles d'Or",43.118958,6.122079,,,0,,,1,,
HYJBAN,,"Jean Bart",43.075392,6.149266,,,0,,,1,,
HYJBAS,,"Jean Bart",43.075262,6.149648,,,0,,,1,,
HYJDAN,,"Jean d'Agrève",43.08211,6.154929,,,0,,,1,,
HYJDAS,,"Jean d'Agrève",43.082031,6.155002,,,0,,,1,,
HYJJAN,,"Jean Jaurès",43.11935,6.131569,,,0,,,1,,
HYJJAS,,"Jean Jaurès",43.119458,6.13215,,,0,,,1,,
HYKOEE,,Koenig,43.10253,6.121307,,,0,,,1,,
HYKOEO,,Koenig,43.102776,6.121284,,,0,,,1,,
HYLAGN,,Agricampus,43.119741,6.150927,,,0,,,1,,
HYLAGS,,Agricampus,43.119675,6.151066,,,0,,,1,,
HYLAZE,,"St Lazare",43.109537,6.182201,,,0,,,1,,
HYLAZO,,"St Lazare",43.109403,6.181658,,,0,,,1,,
HYLBRN,,"Léon Bérard",43.08447,6.1223,,,0,,,1,,
HYLBRS,,"Léon Bérard",43.084334,6.122671,,,0,,,1,,
HYLBYE,,"Lou Baye",43.12305,6.111987,,,0,,,1,,
HYLBYO,,"Lou Baye",43.122911,6.111902,,,0,,,1,,
